id,time,value,event
260912,0,0.10466242,0
260912,1,1.1212274,0
260912,2,0.9027674,0
260912,3,0.77802306,0
260912,4,0.5239374,0
260912,5,1.6177377,0
260912,6,3.3337238,0
260912,7,3.6474838,0
260912,8,4.7052865,0
260912,9,3.8275476,0
260912,10,5.2021523,0
260912,11,5.058822,0
260912,12,6.3625464,0
260912,13,7.6372423,0
260912,14,6.9212914,0
260912,15,6.019156,0
260912,16,5.8421793,0
260912,17,5.6169596,0
260912,18,7.0001793,0
260912,19,6.2903957,0
260912,20,5.672112,0
260912,21,5.033559,0
260912,22,4.96097,0
260912,23,4.8082976,0
260912,24,2.6244438,0
260912,25,2.621792,0
260912,26,2.598335,0
260912,27,0.88789225,0
260912,28,0.8641255,0
260912,29,0.4632379,0
260912,30,0.70024806,0
260912,31,-0.34568512,0
260912,32,-0.92636615,0
260912,33,-1.7323083,0
260912,34,-2.3780384,0
260912,35,-3.569342,0
260912,36,-4.1020947,0
260912,37,-5.544653,0
260912,38,-4.464667,0
260912,39,-4.3314586,0
260912,40,-5.054095,0
260912,41,-5.0994925,0
260912,42,-5.746463,0
260912,43,-5.403516,0
260912,44,-5.472223,0
260912,45,-6.109905,0
260912,46,-6.418811,0
260912,47,-3.552918,0
260912,48,-3.1890237,0
260912,49,-3.4153073,0
260912,50,-4.3452425,0
260912,51,-4.2131004,0
260912,52,-5.4196568,0
260912,53,-5.3860903,0
260912,54,-4.846274,0
260912,55,-3.1462557,0
260912,56,-2.395437,0
260912,57,-0.51976025,0
260912,58,-2.0200844,0
260912,59,-2.574884,0
260912,60,-4.045645,0
260912,61,-4.709901,0
260912,62,-5.7355895,0
260912,63,-7.1722283,0
260912,64,-8.522124,0
260912,65,-7.7685184,0
260912,66,-8.237944,0
260912,67,-7.6387115,0
260912,68,-5.6693587,0
260912,69,-5.799701,0
260912,70,-5.679127,0
260912,71,-6.0518303,0
260912,72,-5.3992314,0
260912,73,-4.4428363,0
260912,74,-4.7297606,0
260912,75,-4.2095714,0
