"query 40769","0","-0.16514039","1"
"query 40769","1","-0.39591447","1"
"query 40769","2","0.3977468","1"
"query 40769","3","-0.7615368","1"
"query 40769","4","-0.8245192","1"
"query 40769","5","0.67985374","1"
"query 40769","6","-1.3138951","1"
"query 40769","7","-0.7956162","1"
"query 40769","8","0.022528028","1"
"query 40769","9","-0.3275146","1"
"query 40769","10","0.295256","1"
"query 40769","11","0.14920767","1"
"query 40769","12","-0.45627826","1"
"query 40769","13","-0.11985239","1"
"query 40769","14","1.0751758","1"
"query 40769","15","2.6137984","1"
"query 40769","16","3.289282","1"
"query 40769","17","3.3057873","1"
"query 40769","18","4.131221","1"
"query 40769","19","4.339907","1"
"query 40769","20","3.7982593","1"
"query 40769","21","4.292422","1"
"query 40769","22","3.9387417","1"
"query 40769","23","5.73357","1"
"query 40769","24","4.8510222","1"
"query 40769","25","5.0647354","1"
"query 40769","26","4.9781036","1"
"query 40769","27","5.099355","1"
"query 40769","28","5.1131463","1"
"query 40769","29","3.3965492","1"
"query 40769","30","2.018208","1"
"query 40769","31","3.5210035","1"
"query 40769","32","2.6203492","1"
"query 40769","33","3.677078","1"
"query 40769","34","3.339796","1"
"query 40769","35","3.9264205","1"
"query 40769","36","2.6011806","1"
"query 40769","37","3.967347","1"
"query 40769","38","2.9387076","1"
"query 40769","39","2.63743","1"
"query 40769","40","1.6092161","1"
"query 40769","41","1.6003277","1"
"query 40769","42","1.4095434","1"
"query 40769","43","0.6675456","1"
"query 40769","44","1.4548198","1"
"query 40769","45","3.2527637","1"
"query 40769","46","3.0691845","1"
"query 40769","47","1.2316716","1"
"query 40769","48","0.98990947","1"
"query 40769","49","-0.5586661","1"
"query 40769","50","0.2721143","1"
"query 40769","51","0.4800446","1"
"query 40769","52","0.4259293","1"
"query 40769","53","0.41632676","1"
"query 40769","54","1.8801763","1"
"query 40769","55","1.9347607","1"
"query 40769","56","4.175114","1"
"query 40769","57","2.2424078","1"
"query 40769","58","0.9130346","1"
"query 40769","59","2.325127","1"
"query 40769","60","1.5999514","1"
"query 40769","61","2.0051026","1"
"query 40769","62","1.1911063","1"
"query 40769","63","0.9452067","1"
"query 40769","64","0.7545107","1"
"query 40769","65","0.053665753","1"
"query 40769","66","-1.5377897","1"
"query 40769","67","-1.2707307","1"
"query 40769","68","-1.0597737","1"
"query 40769","69","-0.87243927","1"
"query 40769","70","-2.4441671","1"
"query 40769","71","-3.4146667","1"
"query 40769","72","-4.2324224","1"
"query 40769","73","-3.8753393","1"
"query 40769","74","-4.6051292","1"
"query 40769","75","-4.183021","1"
"query 40769","76","-4.2929735","1"
"query 40769","77","-4.044539","1"
"query 40769","78","-6.3201723","1"
"query 40769","79","-5.9578586","1"
"query 40769","80","-5.928566","1"
"query 40769","81","-6.293194","1"
"query 40769","82","-6.5898337","1"
"query 40769","83","-6.865468","1"
"query 40769","84","-8.078997","1"
"query 40769","85","-6.796339","1"
"query 40769","86","-8.090078","1"
"query 40769","87","-7.1646748","1"
"query 40769","88","-5.738063","1"
"query 40769","89","-4.8461776","1"
"query 40769","90","-4.9240203","1"
"query 40769","91","-5.1931067","1"
"query 40769","92","-4.1272473","1"
"query 40769","93","-3.797348","1"
"query 40769","94","-6.2964687","1"
"query 40769","95","-5.3615704","1"
"query 40769","96","-3.7971933","1"
"query 40769","97","-2.5282505","1"
"query 40769","98","-2.466253","1"
"query 40769","99","-3.043179","1"
"query 40769","100","-2.731415","1"
"query 40769","101","-5.099843","1"
"query 40769","102","-6.8736815","1"
"query 40769","103","-8.364461","1"
"query 40769","104","-8.975163","1"
"query 40769","105","-9.8925295","1"
"query 40769","106","-10.349543","1"
"query 40769","107","-9.475924","1"
"query 40769","108","-7.487424","1"
"query 40769","109","-6.724326","1"
"query 40769","110","-7.3866296","1"
"query 40769","111","-8.53351","1"
"query 40769","112","-7.7919536","1"
"query 40769","113","-7.9481177","1"
"query 40769","114","-8.924257","1"
"query 40769","115","-8.734343","1"
"query 40769","116","-9.545438","1"
"query 40769","117","-9.507332","1"
"query 40769","118","-7.7779613","1"
"query 40769","119","-6.6425805","1"
"query 40769","120","-4.579713","1"
"query 40769","121","-3.7818823","1"
"query 40769","122","-4.5328755","1"
"query 40769","123","-5.5868936","1"
"query 40769","124","-6.600824","1"
"query 40769","125","-7.8476033","1"
"query 40769","126","-7.3076835","1"
"query 40769","127","-7.5648923","1"
"query 40769","128","-7.67845","1"
"query 40769","129","-9.359882","1"
"query 40769","130","-10.929739","1"
"query 40769","131","-11.82726","1"
"query 40769","132","-11.1737585","1"
"query 40769","133","-10.457516","1"
"query 40769","134","-10.745531","1"
"query 40769","135","-13.040514","1"
"query 40769","136","-13.906534","1"
"query 40769","137","-11.534139","1"
"query 40769","138","-12.477367","1"
"query 40769","139","-11.545725","1"
"query 40769","140","-11.739692","1"
"query 40769","141","-11.671595","1"
"query 40769","142","-10.35113","1"
"query 40769","143","-10.152309","1"
"query 40769","144","-10.612328","1"
"query 40769","145","-10.6494","1"
"query 40769","146","-9.943027","1"
"query 40769","147","-9.597854","1"
"query 40769","148","-10.7302265","1"
"query 40769","149","-11.430048","1"
"query 40769","150","-13.367041","1"
"query 40769","151","-13.218148","1"
"query 40769","152","-14.3253355","1"
"query 40769","153","-13.016737","1"
"query 40769","154","-13.181444","1"
"query 40769","155","-12.823173","1"
"query 40769","156","-14.298935","1"
"query 40769","157","-14.524072","1"
"query 40769","158","-15.635395","1"
"query 40769","159","-15.507679","1"
"query 40769","160","-16.338654","1"
"query 40769","161","-17.174833","1"
"query 40769","162","-18.117126","1"
"query 40769","163","-18.743034","1"
"query 40769","164","-18.507282","1"
"query 40769","165","-17.855415","1"
"query 40769","166","-19.264515","1"
"query 40769","167","-18.34283","1"
"query 40769","168","-18.058683","1"
"query 40769","169","-18.434135","1"
"query 40769","170","-17.585556","1"
"query 40769","171","-17.000576","1"
"query 40769","172","-15.643932","1"
"query 40769","173","-14.022576","1"
"query 40769","174","-12.733467","1"
"query 40769","175","-11.32766","1"
"query 40769","176","-11.482805","1"
"query 40769","177","-10.859605","1"
"query 40769","178","-11.723336","1"
"query 40769","179","-11.182895","1"
"query 40769","180","-12.979549","1"
"query 40769","181","-11.384602","1"
"query 40769","182","-11.248447","1"
"query 40769","183","-10.846848","1"
"query 40769","184","-10.977923","1"
"query 40769","185","-11.461977","1"
"query 40769","186","-12.268335","1"
"query 40769","187","-12.851691","1"
"query 40769","188","-11.936805","1"
"query 40769","189","-11.166792","1"
