id,time,value,event
chan_2,0,0.18999582426759787,0.0
chan_2,1,0.15883167402914156,0.0
chan_2,2,0.14199687918946768,0.0
chan_2,3,0.15887562910705233,0.0
chan_2,4,0.15652403243884727,0.0
chan_2,5,0.1668754532867407,0.0
chan_2,6,0.18597393463879852,0.0
chan_2,7,0.14799674732423407,0.0
chan_2,8,0.14331553152677934,0.0
chan_2,9,0.1647875870859976,0.0
chan_2,10,0.16667765543614355,0.0
chan_2,11,0.180875145601195,0.0
chan_2,12,0.20338014549130712,0.0
chan_2,13,0.17854552647194533,0.0
chan_2,14,0.1533592668293,0.0
chan_2,15,0.1632491593591343,0.0
chan_2,16,0.16744686929957542,0.0
chan_2,17,0.18797389068372095,0.0
chan_2,18,0.22003912001934012,0.0
chan_2,19,0.2552031823476404,0.0
chan_2,20,0.29060899760444814,0.0
chan_2,21,0.23573108283334365,0.0
chan_2,22,0.2329619129249907,0.0
chan_2,23,0.23817058965737026,0.0
chan_2,24,0.23597283576185157,0.0
chan_2,25,0.2520164391991382,0.0
chan_2,26,0.2817960044834176,0.0
chan_2,27,0.30208127293905607,0.0
chan_2,28,0.27485110217357844,0.0
chan_2,29,0.29392760598668133,0.0
chan_2,30,0.32146546229753215,0.0
chan_2,31,0.3613546955011975,0.0
chan_2,32,0.4163205204281222,0.0
chan_2,33,0.46278103777938906,0.0
chan_2,34,0.477725764268917,0.0
chan_2,35,0.4290235379442211,0.0
chan_2,36,0.43337509065734814,0.0
chan_2,37,0.4330893826509308,0.0
chan_2,38,0.4478582888288165,0.0
chan_2,39,0.46146238544207785,0.0
chan_2,40,0.45992395771521455,0.0
chan_2,41,0.46135249774730225,0.0
chan_2,42,0.4007384453088947,0.0
chan_2,43,0.3953099931869626,0.0
chan_2,44,0.4176391727654334,0.0
chan_2,45,0.42592470495154,0.0
chan_2,46,0.43919913848047276,0.0
chan_2,47,0.46700072525878555,0.0
chan_2,48,0.5028460912946966,0.0
chan_2,49,0.46122063251357126,0.0
chan_2,50,0.4558361354695504,0.0
chan_2,51,0.4736599195622073,0.0
chan_2,52,0.4782752027427968,0.0
chan_2,53,0.4933298169271003,0.0
chan_2,54,0.5177029076284039,0.0
chan_2,55,0.5455264719456716,0.0
chan_2,56,0.5543614426056567,0.0
chan_2,57,0.5069339135403617,0.0
chan_2,58,0.5206259203094437,0.0
chan_2,59,0.5393727610382189,0.0
chan_2,60,0.5553064767807299,0.0
chan_2,61,0.5943825410430543,0.0
chan_2,62,0.653853761455792,0.0
chan_2,63,0.7091932045449552,0.0
chan_2,64,0.6957209731654248,0.0
chan_2,65,0.7247752796641831,0.0
chan_2,66,0.7233906947100066,0.0
chan_2,67,0.7087976088437618,0.0
chan_2,68,0.700534054196611,0.0
chan_2,69,0.7054570229225727,0.0
chan_2,70,0.6333487176106019,0.0
chan_2,71,0.6298982439946377,0.0
chan_2,72,0.6445352849387924,0.0
chan_2,73,0.649985714599679,0.0
chan_2,74,0.6624469791872705,0.0
chan_2,75,0.634557482253137,0.0
chan_2,76,0.5427792795762727,0.0
chan_2,77,0.5445155051537327,0.0
chan_2,78,0.5721632491593591,0.0
chan_2,79,0.5894156172391813,0.0
chan_2,80,0.5685589327707081,0.0
chan_2,81,0.5455924045625369,0.0
chan_2,82,0.4943188061800843,0.0
chan_2,83,0.5200545042966089,0.0
chan_2,84,0.5402518625964263,0.0
chan_2,85,0.5717236983802554,0.0
chan_2,86,0.6004703193336409,0.0
chan_2,87,0.6242500164831544,0.0
chan_2,88,0.6070416034812425,0.0
chan_2,89,0.6473484099250562,0.0
chan_2,90,0.673391793586954,0.0
chan_2,91,0.6913913979912532,0.0
chan_2,92,0.7228412562361268,0.0
chan_2,93,0.7097426430188345,0.0
chan_2,94,0.7165996351728534,0.0
chan_2,95,0.751807652579064,0.0
chan_2,96,0.7402035120107251,0.0
chan_2,97,0.73785191534252,0.0
chan_2,98,0.7635876134590447,0.0
chan_2,99,0.7082701479088369,0.0
chan_2,100,0.7034131117997409,0.0
chan_2,101,0.7171270961077778,0.0
chan_2,102,0.723940133183886,0.0
chan_2,103,0.741588096964902,0.0
chan_2,104,0.7553240588118943,0.0
chan_2,105,0.6979846596778092,0.0
chan_2,106,0.7021603920792949,0.0
chan_2,107,0.7111711830509222,0.0
chan_2,108,0.7237423353332892,0.0
chan_2,109,0.7469066613920572,0.0
chan_2,110,0.7753455968000704,0.0
chan_2,111,0.7152590052965877,0.0
chan_2,112,0.7115667787521156,0.0
chan_2,113,0.7265774378585088,0.0
chan_2,114,0.7345333069602864,0.0
chan_2,115,0.7554998791235361,0.0
chan_2,116,0.784532208083339,0.0
chan_2,117,0.7954770224830225,0.0
chan_2,118,0.7452803235093737,0.0
chan_2,119,0.7577415880969647,0.0
chan_2,120,0.7634777257642691,0.0
chan_2,121,0.7775433506955896,0.0
chan_2,122,0.8033889365068902,0.0
chan_2,123,0.8338498054987804,0.0
chan_2,124,0.809806377881805,0.0
chan_2,125,0.784400342849608,0.0
chan_2,126,0.8046196786883808,0.0
chan_2,127,0.8058064657919606,0.0
chan_2,128,0.8194984725610426,0.0
